품목코드,품목명,품목분류명,"재고

or주문재",정찰제 정보,"1단가

(VIP)","2단가

(쇼핑)",3단가,4단가,--,"[최근]

단가변동일","[최근]

재고조사일"
(1)800매거외321,◈매거진피스/외날(3*21) 2000PS ★코팅,철물부자재,재고,,"20,500","23,300","24,200","24,500",,,
(1)800매거외625,◈매거진피스/외날(6*25) 2000PS,철물부자재,재고,,"15,600","17,800","18,500","18,600",,,
(1)800매거외625코,◈매거진피스/외날(6*25) 2000PS ★코팅,철물부자재,재고,,"20,500","23,300","24,200","24,500",,,
(1)800매거외632,◈매거진피스/외날(6*32) 1000PS,철물부자재,재고,,"9,300","10,500","10,900","11,200",,,
(1)800매거외638,◈매거진피스/외날(6*38) 1000PS,철물부자재,재고,,"12,300","14,000","14,500","14,800",,,
(1)800비닐대,◈비닐 0.1*1800*40M (두꺼움),철물부자재,재고,,"20,000","25,000","25,900","27,700",,조정 24/11/27,
(1)800비닐소,◈비닐 0.05*1800*45M (얇음),철물부자재,재고,,"10,900","13,600","14,500","15,500",,조정 24/11/27,
(1)800빗자루,◈ 빗자루,철물부자재,재고,"3200 포함
28 / 50 / 70 / 90","3,800","4,500","5,000","5,500",,인상 26/2/25,실사 25/7/17
(1)800빠찌링기본,◈자석 빠찌링,철물부자재,재고,,500,800,900,"1,000",,,실사 25/12/23
(1)800빠찌링백색,◈자석 빠찌링 백색(더블),철물부자재,재고,,900,"1,300","1,500","1,600",,,실사 25/12/23
(1)800빠찌링스텐,◈자석도어캐치(자석 빠찌링) 스텐(소),철물부자재,재고,,"1,100","1,400","1,600","1,700",,,
(1)800사륜로라,◈행가용 (사륜 로라),철물부자재,재고,,"16,800","20,700","21,800","23,000",,,
(1)800사포120,◈사포 (폐파) 120방,철물부자재,재고,,800,"1,000","1,100","1,200",,인상 24/12/2,
(1)800사포220,◈사포 (폐파) 220방,철물부자재,재고,,800,"1,000","1,100","1,200",,인상 24/12/2,
(1)800사포320,◈사포 (폐파) 320방,철물부자재,재고,,800,"1,000","1,100","1,200",,인상 24/12/2,
(1)800사포A원형,◈원형사포 (해바라기 폐파),철물부자재,재고,,"1,200","1,500","1,700","2,000",,,
(1)800서랍레일300,◈철레일300(서랍레일) 3단 고급★,철물부자재,재고,,"3,500","4,000","4,300","4,500",,,
(1)800서랍레일350,◈철레일350(서랍레일) 3단 고급★,철물부자재,재고,,"4,000","4,500","4,700","5,000",,,
(1)800서랍레일400,◈철레일400(서랍레일) 3단 고급★,철물부자재,재고,,"4,200","4,800","5,100","5,500",,,
(1)800서랍레일450,◈철레일450(서랍레일) 3단 고급★,철물부자재,재고,,"4,400","5,000","5,300","5,600",,,
(1)800서랍레일피스,◈서랍레일피스 3*16,철물부자재,재고,,10,15,15,20,,,
(1)800석고본드,◈석고본드 (25KG),철물부자재,재고,"10750 별도 (KG당 430 별도)
9 / 12 / 15 / 18","11,800","12,100","12,400","12,700",,인상 25/5/8,
(1)800스텐피스25,◈스텐피스 25mm (양날/500개),철물부자재,재고,"9900 별도
25 / 55 / 65 / 75","12,500","15,500","16,500","17,500",,인상 25/9/4,
(1)800스텐피스32,◈스텐피스 32mm (양날/300개),철물부자재,재고,"8500 별도
25 / 55 / 65 / 75","10,700","13,200","14,000","15,000",,조정 25/9/4,
(1)800스텐피스38,◈스텐피스 38mm (양날/300개),철물부자재,재고,"9700 별도
25 / 55 / 65 / 75","12,200","15,000","16,000","17,000",,조정 25/9/4,실사 24/12/23
(1)800스텐피스50,◈스텐피스 50mm (양날/200개),철물부자재,재고,"8500 별도
25 / 55 / 65 / 75","10,700","13,200","14,000","15,000",,조정 25/9/4,
(1)800스토퍼말굽,◈말굽(말발굽) 도어스토퍼 자동(SN),철물부자재,재고,,"3,200","3,600","4,500","4,500",,,
(1)800스토퍼블랙,◈일자 도어스토퍼(스프링) [블랙],철물부자재,재고,,"2,400","2,500","2,900","3,100",,,
(1)800스토퍼실버,◈일자 도어스토퍼(스프링) [실버],철물부자재,재고,,"2,200","2,500","2,800","3,000",,,
(1)800스톱바,◈행가레일(사륜) 스톱바,철물부자재,재고,,"2,000","2,500","2,800","3,000",,,
(1)800실1701GR,◈실린더 1701 GR (핀/실버),철물부자재,재고,"9300 별도
20 / 50 / 57 / 65","11,200","14,000","14,700","15,400",,인상 26/1/19,
(1)800실5000BK,◈실린더 5000 BK (키/블랙) KEY,철물부자재,재고,8700 별도<br>20 / 50 / 57 / 65,"10,500","13,000","13,700","14,500",,인상 26/1/19,
(1)800실5000GR,◈실린더 5000 GR (키/실버) KEY,철물부자재,재고,8700 별도<br>20 / 50 / 57 / 65,"10,500","13,000","13,700","14,500",,인상 26/1/19,
(1)800실5000WT,◈실린더 5000 WT (키/화이트) KEY,철물부자재,재고,8700 별도<br>20 / 50 / 57 / 65,"10,500","13,000","13,700","14,500",,인상 26/1/19,
(1)800실5001BK,◈실린더 5001 BK (핀/블랙),철물부자재,재고,8200 별도<br>20 / 50 / 57 / 65,"9,900","12,300","12,800","13,500",,인상 26/1/19,
(1)800실5001GR,◈실린더 5001 GR (핀/실버),철물부자재,재고,8200 별도<br>20 / 50 / 57 / 65,"9,900","12,300","12,800","13,500",,인상 26/1/6,
(1)800실5001WT,◈실린더 5001 WT (핀/화이트),철물부자재,재고,8200 별도<br>20 / 50 / 57 / 65,"9,900","12,300","12,800","13,500",,인상 26/1/19,
(1)800실5100GR,◈실린더 5100 GR (키/실버) KEY,철물부자재,재고,8700 별도<br>20 / 50 / 57 / 65,"10,500","13,000","13,700","14,500",,인상 26/1/19,
(1)800실5101GR,◈실린더 5101 GR (핀/실버),철물부자재,재고,8200 별도<br>20 / 50 / 57 / 65,"9,900","12,300","12,800","13,500",,인상 26/1/19,
(1)800실6401GR,◈실린더 6401 GR (핀/실버),철물부자재,재고,"8500 별도
20 / 50 / 57 / 65","10,200","12,800","13,400","14,000",,인상 26/1/19,
(1)800실리B1투명,◈바이오실리콘(곰팡이 방지) 투명○,철물부자재,재고,,"2,700","3,200","3,500","3,600",,인하 24/2/13,
(1)800실리B반투명,◈바이오실리콘(곰팡이 방지) 반투명◑,철물부자재,재고,,"2,700","3,200","3,500","3,600",,인하 24/2/13,
(1)800실리B백색,◈바이오실리콘(곰팡이 방지) 백색,철물부자재,재고,,"2,700","3,200","3,500","3,600",,인하 24/2/13,
(1)800실리C백색,◈아크씰 백색 (수용성/건축용/도장가능),철물부자재,재고,,"1,300","1,600","1,700","1,800",,조정 24/11/8,
(1)800실리골드,◈실리콘 골드 (금색),철물부자재,재고,,"2,000","2,300","2,500","2,600",,인하 24/3/19,
(1)800실리밤색,◈실리콘 밤색,철물부자재,재고,,"1,700","2,000","2,200","2,400",,인하 24/3/19,
(1)800실리아이보리,◈실리콘 아이보리,철물부자재,재고,,"1,700","2,000","2,200","2,400",,인하 24/3/19,
(1)800실리우드,◈실리콘 우드,철물부자재,재고,,"1,700","2,000","2,200","2,400",,인하 24/3/19,
(1)800실리체리,◈실리콘 체리,철물부자재,재고,,"1,700","2,000","2,200","2,400",,인하 24/3/19,
(1)800실리콘건,◈실리콘 건,철물부자재,재고,"3500 별도
20 / 40 / 50 / 60","4,200","5,000","5,300","5,500",,인상 26/2/6,실사 24/12/23
(1)800실리회색,◈실리콘 회색,철물부자재,재고,,"1,700","2,000","2,200","2,400",,인하 24/3/19,
(1)800실리흑색,◈실리콘 흑색,철물부자재,재고,,"1,700","2,000","2,200","2,400",,인하 24/3/19,
(1)800실타615,◈실타카핀 615,철물부자재,재고,,"4,500","5,600","5,900","6,300",,조정 24/2/14,
(1)800실타618,◈실타카핀 618,철물부자재,재고,,"4,500","5,600","5,900","6,300",,조정 24/2/14,
(1)800실타625,◈실타카핀 625,철물부자재,재고,,"4,800","6,000","6,400","6,700",,조정 24/2/14,실사 24/12/23
(1)800실타630,◈실타카핀 630,철물부자재,재고,,"5,500","6,700","7,100","7,500",,조정 24/2/14,
(1)800쓰레받,◈PVC 쓰레받이,철물부자재,재고,,"8,000","9,000","10,000","10,900",,,실사 25/7/17
(1)800씽크경유15,◈씽크경첩 (15T / ★유압) OUT,철물부자재,재고,,"1,500","1,800","2,100","2,300",,,
(1)800씽크경유18,◈씽크경첩 (18T / ★유압),철물부자재,재고,,"1,500","1,800","2,100","2,300",,,
(1)800씽크경일15,◈씽크경첩 (15T / 일반),철물부자재,재고,,"1,000","1,200","1,500","1,700",,,
(1)800씽크경일18,◈씽크경첩 (18T / 일반),철물부자재,재고,,"1,000","1,200","1,500","1,700",,,
(1)800씽크경피스,◈씽크경첩피스 (4.0*16),철물부자재,재고,,20,20,30,30,,,
(1)800아연피스25,◈아연피스 25mm (목재용/1000개),철물부자재,재고,,"7,400","9,100","9,700","10,300",,조정 24/6/8,
(1)800아연피스32,◈아연피스 32mm (목재용/1000개),철물부자재,재고,,"7,700","9,700","10,300","10,900",,조정 24/6/8,
(1)800아연피스38,◈아연피스 38mm (목재용/500개),철물부자재,재고,,"4,500","5,500","5,900","6,400",,조정 24/6/8,
(1)800아연피스50,◈아연피스 50mm (목재용/500개),철물부자재,재고,,"6,500","7,800","8,400","8,900",,조정 24/6/8,
(1)800아연피스65,◈아연피스 65mm (목재용/300개),철물부자재,재고,,"6,600","8,200","8,700","9,100",,조정 24/6/8,
(1)800아연피스75,◈아연피스 75mm (목재용/300개),철물부자재,재고,,"8,200","10,200","10,900","11,400",,조정 24/6/8,
(1)800아연피스90,◈아연피스 90mm (목재용/200개),철물부자재,재고,,"9,400","11,600","12,300","13,200",,조정 24/6/8,
(1)800액자레일2,◈액자레일-백색 (2M),철물부자재,재고,"4700 별도
15 / 30 / 50 / 70","5,500","6,000","7,000","8,000",,,실사 24/12/23
(1)800에어건,◈에어건 [자석] ☞(총)☞,철물부자재,재고,,"5,900","7,300","8,200","8,600",,조정 24/1/18,실사 24/12/23
(1)800엘가이드,◈행가레일 엘가이드,철물부자재,재고,,"4,000","5,000","5,500","5,900",,,
(1)800오메가12,◈오메가레일 12자,철물부자재,재고,,"11,400","12,300","12,700",,,,
(1)800오메가7,◈오메가레일 7자,철물부자재,재고,,"6,600","7,100","7,300",,,,
(1)800오메가8,◈오메가레일 8자,철물부자재,재고,,"7,700","8,200","8,400",,,,
(1)800오메가9,◈오메가레일 9자,철물부자재,재고,,"8,600","9,400","9,500",,,,
(1)800오목손사각,◈오목이 사각 니켈 [매립형 손잡이],철물부자재,재고,,"2,200","2,400","2,700","2,700",,조정 24/10/11,
(1)800오목손은,◈오목손잡이(은색),철물부자재,재고,,"1,800","2,000","2,300","2,300",,,
(1)800오목손타원,◈오목이 타원형 실버 [매립형 손잡이],철물부자재,재고,,"2,200","2,400","2,700","2,700",,조정 24/10/11,
(1)800오일116투명,◈오일스텐 16L [말통] (투명)○○,철물부자재,재고,,"71,800","81,800","83,600","86,400",,조정 24/2/6,
(1)800오일135투명,◈오일스텐 3.5L (투명)○○,철물부자재,재고,,"18,200","22,000","23,200","24,100",,조정 24/2/13,
(1)800오일16도토리,◈오일스텐 16L [말통] (도토리),철물부자재,재고,,"71,800","81,800","83,600","86,400",,조정 24/2/6,
(1)800오일16밤색,◈오일스텐 16L [말통] (밤색),철물부자재,재고,,"71,800","81,800","83,600","86,400",,조정 24/2/6,실사 24/12/23
(1)800오일16월넛,◈오일스텐 16L [말통] (월넛),철물부자재,재고,,"71,800","81,800","83,600","86,400",,조정 24/2/6,
(1)800오일16코코넛,◈오일스텐 16L [말통] (코코넛),철물부자재,재고,,"71,800","81,800","83,600","86,400",,조정 24/2/6,
(1)800오일16티크,◈오일스텐 16L [말통] (티크),철물부자재,재고,,"71,800","81,800","83,600","86,400",,조정 24/2/6,
(1)800오일16흑단,◈오일스텐 16L [말통] (흑단),철물부자재,재고,,"71,800","81,800","83,600","86,400",,조정 24/2/6,실사 24/12/23
(1)800오일16흑색,◈오일스텐 16L [말통] (흑색),철물부자재,재고,,"71,800","81,800","83,600","86,400",,조정 24/2/6,
(1)800오일35다크오렌,◈오일스텐 3.5L (다크오렌지),철물부자재,재고,,"18,200","22,000","23,200","24,100",,조정 24/2/13,
(1)800오일35도토리,◈오일스텐 3.5L (도토리),철물부자재,재고,,"18,200","22,000","23,200","24,100",,조정 24/2/13,
(1)800오일35레드와인,◈오일스텐 3.5L (레드와인),철물부자재,재고,,"18,200","22,000","23,200","24,100",,조정 24/2/13,
(1)800오일35마호가니,◈오일스텐 3.5L (마호가니),철물부자재,재고,,"18,200","22,000","23,200","24,100",,조정 24/2/13,
(1)800오일35밝은오크,◈오일스텐 3.5L (밝은오크),철물부자재,재고,,"18,200","22,000","23,200","24,100",,조정 24/2/13,
(1)800오일35밤색,◈오일스텐 3.5L (밤색),철물부자재,재고,,"18,200","22,000","23,200","24,100",,조정 24/2/13,
(1)800오일35살구색,◈오일스텐 3.5L (살구색),철물부자재,재고,,"18,200","22,000","23,200","24,100",,조정 24/2/13,
(1)800오일35연녹색,◈오일스텐 3.5L (연녹색),철물부자재,재고,,"18,200","22,000","23,200","24,100",,조정 24/2/13,
(1)800오일35연밤색,◈오일스텐 3.5L (연밤색),철물부자재,재고,,"18,200","22,000","23,200","24,100",,조정 24/2/13,
(1)800오일35월넛,◈오일스텐 3.5L (월넛),철물부자재,재고,,"18,200","22,000","23,200","24,100",,조정 24/2/13,
(1)800오일35자단,◈오일스텐 3.5L (자단),철물부자재,재고,,"18,200","22,000","23,200","24,100",,조정 24/2/13,
(1)800오일35참나무,◈오일스텐 3.5L (참나무),철물부자재,재고,,"18,200","22,000","23,200","24,100",,조정 24/2/13,
(1)800오일35체리,◈오일스텐 3.5L (체리),철물부자재,재고,,"18,200","22,000","23,200","24,100",,조정 24/2/13,
(1)800오일35코코넛,◈오일스텐 3.5L (코코넛),철물부자재,재고,,"18,200","22,000","23,200","24,100",,조정 24/2/13,
(1)800오일35티크,◈오일스텐 3.5L (티크),철물부자재,재고,,"18,200","22,000","23,200","24,100",,조정 24/2/13,
(1)800오일35화이트,◈오일스텐 3.5L (화이트),철물부자재,재고,,"18,200","22,000","23,200","24,100",,조정 24/2/13,
(1)800오일35황색,◈오일스텐 3.5L (황색),철물부자재,재고,,"18,200","22,000","23,200","24,100",,조정 24/2/13,
(1)800오일35흑단,◈오일스텐 3.5L (흑단),철물부자재,재고,,"18,200","22,000","23,200","24,100",,조정 24/2/13,
(1)800오일35흑색,◈오일스텐 3.5L (흑색),철물부자재,재고,,"18,200","22,000","23,200","24,100",,조정 24/2/13,
(1)800윙스25,◈윙스크류 25mm (양날/접시/500개),철물부자재,재고,,"8,500","10,500","10,900","11,400",,조정 24/12/23,실사 24/12/04
(1)800윙스252,◈윙스크류 25mm (양날/접시/★1000개!!),철물부자재,재고,,"18,200","22,700","23,600","25,000",,조정 24/12/23,실사 24/12/04
(1)800윙스32,◈윙스크류 32mm (양날/접시/500개),철물부자재,재고,,"9,200","11,400","11,800","12,300",,조정 24/12/23,실사 24/12/04
(1)800윙스38,◈윙스크류 38mm (양날/접시/500개),철물부자재,재고,,"10,900","12,700","13,800","14,500",,조정 24/12/23,실사 24/12/04
(1)800윙스45,◈윙스크류 45mm (양날/접시/500개),철물부자재,재고,,"13,800","17,100","17,700","18,600",,조정 24/6/17,실사 24/12/04
(1)800윙스55,◈윙스크류 55mm (양날/접시/300개),철물부자재,재고,,"9,100","11,400","11,800","12,300",,조정 24/6/17,실사 24/12/04
(1)800유리다보,◈유리다보 (판매용),철물부자재,재고,,,,,,,,
(1)800자유경3,◈자유경첩 3인치 [1조],철물부자재,재고,,"17,600","19,400","20,900","21,800",,,
(1)800자유경4,◈자유경첩 4인치 [1조],철물부자재,재고,,"18,600","20,500","22,300","23,200",,,
(1)800장갑1코팅R,◈코팅장갑(RED) 1타(10개묶음),철물부자재,재고,,"2,300","2,900","3,100","3,400",,조정 24/10/19,실사 24/12/23
(1)800장갑기능대,◈기능성장갑 (대),철물부자재,재고,,"1,600","1,800","2,300","2,300",,,
(1)800장갑기능소,◈기능성장갑 (소),철물부자재,재고,,"1,600","1,800","2,300","2,300",,,
(1)800장갑기능중,◈기능성장갑 (중),철물부자재,재고,,"1,600","1,800","2,300","2,300",,,
(1)800점검300,◈점검구[자동] 300*300,철물부자재,재고,,"7,700","9,000","9,300","9,800",,인상 24/6/1,
(1)800점검400,◈점검구[자동] 400*400,철물부자재,재고,,"8,000","9,400","9,600","10,200",,인상 24/7/2,
(1)800점검450,◈점검구[자동] 450*450 ★,철물부자재,재고,,"8,200","9,500","9,800","10,500",,인상 24/5/31,실사 25/12/23
(1)800점검600,◈점검구[자동] 600*600,철물부자재,재고,,"11,100","12,700","13,200","14,100",,인상 24/9/19,
(1)800점검AL600,◈AL 점검구[백색도장] 600*600,철물부자재,재고,,"12,000","13,600","14,100","15,000",,일시 24/3/21,
(1)800점검PVC300,◈PVC 점검구 300*300 밀폐형,철물부자재,재고,,"7,700","9,000","9,300","9,800",,조정 24/6/6,
(1)800점검PVC400,◈PVC 점검구 400*400 밀폐형,철물부자재,재고,,"8,000","9,400","9,600","10,200",,인상 24/2/27,
(1)800점검PVC450,◈PVC 점검구 450*450 밀폐형,철물부자재,재고,,"8,200","9,500","9,800","10,500",,인상 24/11/1,
(1)800점검PVC600,◈PVC 점검구 600*600 밀폐형,철물부자재,재고,,"11,100","12,700","13,200","14,100",,신규 24/5/3,
(1)800접시13,◈접시머리 양날피스 13mm(1000개),철물부자재,재고,,"5,000","6,400","6,800","7,300",,조정 24/3/22,
(1)800접시25,◈접시머리 양날피스 25mm(500개),철물부자재,재고,,"6,500","8,200","8,700","9,300",,조정 24/3/22,
(1)800접시32,◈접시머리 양날피스 32mm(500개),철물부자재,재고,,"7,900","9,800","10,500","11,200",,조정 24/3/22,실사 25/12/23
(1)800접시38,◈접시머리 양날피스 38mm(500개),철물부자재,재고,,"9,000","10,900","11,800","12,500",,조정 24/3/22,
(1)800접착205,◈205 본드 (오공 / 목공용),철물부자재,재고,,"1,700","2,000","2,100","2,200",,조정 24/8/3,실사 25/12/23
(1)800접착777,◈강력 스프레이 접착제 777,철물부자재,재고,,"5,300","6,000","6,400","6,800",,조정 24/6/16,실사 25/4/29
(1)800접착G1원,◈[원평] G1 본드 (18L),철물부자재,재고,,"43,600","47,300","51,400","52,300",,인상 24/11/26,
(1)800접착G2원,◈[원평] G2 본드 (10KG),철물부자재,재고,,"18,600","20,000","21,800","22,300",,인하 24/4/19,
(1)800접착G3원,◈[원평] G3플러스 (몰타론7000/15KG),철물부자재,재고,,"54,500","58,200","61,800","62,700",,인하 24/11/26,
(1)800접착아이소,◈아이소핑크 접착제 (스티로폼용),철물부자재,재고,,"3,300","3,600","3,900","4,100",,조정 24/8/23,
(1)800접착에폭4,◈에폭시 (석재용 접착제) 4+4KG [소],철물부자재,재고,,"25,000","28,200","30,000","31,800",,인상 24/11/10,
(1)800접착에폭A10,◈에폭시 (석재용 접착제) 10+10KG [대],철물부자재,재고,,"47,300","53,200","57,300","60,900",,검토 24/11/10,
(1)800접착프라1,◈수성 프라이머(필름 접착제) (1KG) 소,철물부자재,재고,,"8,200","9,100","10,000","10,900",,검토 24/6/6,
(1)800접착프라3,◈수성 프라이머(필름 접착제) (3KG) 대,철물부자재,재고,,"20,000","21,800","23,000","23,600",,조정 24/11/26,
(1)800줄자55국,◈줄자 [국산] 5.5M,철물부자재,재고,,"3,000","3,600","3,800","4,100",,,실사 25/12/23
(1)800줄자55세,◈줄자[세신/국산] 5.5M,철물부자재,재고,,"3,200","3,600","3,800","3,900",,조정 24/12/23,실사 25/12/23
(1)800줄자55타,◈줄자 [타지마/고급 일본산] 5.5M,철물부자재,재고,,"19,200","20,700","21,700","22,300",,조정 24/12/20,
(1)800줄자75타,◈줄자 [타지마/고급 일본산] 7.5M,철물부자재,재고,,"23,200","25,000","26,300","27,300",,조정 24/12/20,
(1)800철기리30,◈철기리 [10 PCS/각]● 3.0MM,철물부자재,재고,,"11,800","14,100","15,000","15,900",,조정 24/3/30,
(1)800철기리32,◈철기리 [10 PCS/각]● 3.2MM,철물부자재,재고,,"11,800","14,100","15,000","15,900",,조정 24/3/30,
(1)800철기리33,◈철기리 [10 PCS/각]● 3.3MM,철물부자재,재고,,"11,800","14,100","15,000","15,900",,조정 24/3/30,
(1)800총1850A,◈제일타카 1850A ☞(타카총)☞,철물부자재,재고,,"100,000","106,500","109,100","111,800",,조정 24/6/16,
(1)800총630R,◈제일타카 630R ☞(타카총)☞,철물부자재,재고,,"110,900","118,200","120,900","123,600",,조정 24/6/17,
(1)800총BN1664,◈제일타카 BN 16/64 ☞(타카총)☞,철물부자재,재고,,"110,900","118,200","120,900","123,600",,조정 24/6/17,실사 25/12/23
(1)800총CT64,◈제일타카 CT64RS ☞(총)☞,철물부자재,재고,,"136,400","145,500","149,100","152,700",,조정 24/6/17,
(1)800총F30,◈제일타카 F30 ☞(타카총)☞,철물부자재,재고,,"58,000","61,800","63,200","64,500",,조정 24/6/17,
(1)800칼브럭625,◈칼브럭 (6*25) 60mm,철물부자재,재고,,"4,500","5,000","5,500","5,600",,,실사 25/4/7
(1)800칼브럭640,◈칼브럭 (6*40) 70mm,철물부자재,재고,,"6,000","6,600","7,300","7,400",,,실사 25/4/7
(1)800칼브럭812,◈칼브럭 (8*12) 50mm,철물부자재,재고,,"5,700","6,300","6,800","6,900",,,실사 25/4/7
(1)800칼브럭890,◈칼브럭 (8*90) 90mm,철물부자재,재고,,"9,500","10,500","11,200","11,400",,,실사 25/4/7
(1)800캇타칼,◈캇타칼 (일반),철물부자재,재고,"1100 별도
20 / 40 / 60 / 60","1,400","1,600","1,800","1,800",,조정 24/11/27,
(1)800캇타칼고급,◈캇타칼 (★고급 전문가용/일제),철물부자재,재고,"6600 별도
16 / 28 / 35 / 35","7,700","8,500","9,000","9,000",,신규 25/12/16,
(1)800캇타칼날,◈캇타칼날 (10 PCS),철물부자재,재고,,"1,600","1,800","2,000","2,000",,인상 24/10/25,
(1)800콩피스816,◈와셔붙이/양날(콩피스) (8*16) 1000PS,철물부자재,재고,,,,,,,,
(1)800타카1022J,◈1022J (목공용 ㄷ자 타카핀),철물부자재,재고,,"5,000","6,600","6,800","7,300",,조정 24/2/11,
(1)800타카1ST18,◈ST18 [콘크리트용],철물부자재,재고,,"3,900","4,600","4,900","5,200",,조정 24/2/11,실사 25/12/23
(1)800타카1ST25,◈ST25 [콘크리트용],철물부자재,재고,,"4,600","5,600","5,900","6,300",,조정 24/2/11,실사 25/12/23
(1)800타카1ST32,◈ST32 [콘크리트용],철물부자재,재고,,"5,500","6,500","7,000","7,500",,조정 24/2/11,실사 25/12/23
(1)800타카1ST38,◈ST38 [콘크리트용],철물부자재,재고,,"3,500","4,200","4,500","4,700",,조정 24/2/11,실사 25/12/23
(1)800타카1ST45,◈ST45 [콘크리트용],철물부자재,재고,,"4,000","4,500","5,000","5,300",,조정 24/2/11,실사 25/12/23
(1)800타카1ST50,◈ST50 [콘크리트용],철물부자재,재고,,"4,500","5,500","5,700","6,000",,조정 24/2/11,
(1)800타카1ST57,◈ST57 [콘크리트용],철물부자재,재고,,"5,400","6,600","7,000","7,500",,조정 24/2/11,
(1)800타카1ST64,◈ST64 [콘크리트용],철물부자재,재고,,"5,500","6,500","7,000","7,500",,조정 24/2/11,
(1)800타카416J,◈416J (목공용 ㄷ자 타카핀),철물부자재,재고,,"3,400","4,500","4,700","4,900",,조정 24/2/11,
(1)800타카419J,◈419J (목공용 ㄷ자 타카핀),철물부자재,재고,,"3,400","4,400","4,500","4,800",,조정 24/2/11,
(1)800타카DT50,◈DT50 [목재용],철물부자재,재고,,"10,600","12,500","13,200","13,800",,조정 24/2/11,실사 25/12/23
(1)800타카DT64,◈DT64 [목재용],철물부자재,재고,,"11,400","13,200","13,900","14,800",,조정 24/7/6,실사 25/12/23
(1)800타카F15,◈핀F15,철물부자재,재고,,"3,100","3,600","4,000","4,400",,인하 24/11/29,
(1)800타카F20,◈핀F20,철물부자재,재고,,"3,500","4,100","4,500","4,800",,인하 24/11/29,
(1)800타카F25,◈핀F25,철물부자재,재고,,"3,700","4,500","4,900","5,200",,조정 24/2/25,
(1)800타카F30,◈핀F30,철물부자재,재고,,"3,100","3,600","4,100","4,400",,인하 24/11/29,실사 25/12/23
(1)800타카F40,◈핀F40,철물부자재,재고,,"6,300","7,500","8,200","8,800",,인하 24/11/29,
(1)800타카F50,◈핀F50,철물부자재,재고,,"7,100","8,500","9,300","10,000",,인하 24/4/12,실사 25/12/23
(1)800타카FST15,◈FST15 [얇은 콘크리트용],철물부자재,재고,,"6,500","8,400","8,700","9,100",,조정 24/2/11,
(1)800타카FST18,◈FST18 [얇은 콘크리트용],철물부자재,재고,,"6,800","8,600","9,100","9,500",,조정 24/2/11,
(1)800타카FST25,◈FST25 [얇은 콘크리트용],철물부자재,재고,,"7,500","9,500","10,200","10,500",,조정 24/2/11,
(1)800타카FST30,◈FST30 [얇은 콘크리트용],철물부자재,재고,,,,,,,,
(1)800타카JST18,◈JST18[콘크리트용/테이프마감](=LST18),철물부자재,재고,,"5,300","6,700","7,100","7,500",,인상 24/6/24,
(1)800타카JST25,◈JST25[콘크리트용/테이프마감](=LST25),철물부자재,재고,,"5,800","7,300","7,700","8,000",,인상 24/6/26,
(1)800타카JST32,◈JST32[콘크리트용/테이프마감](=LST32),철물부자재,재고,,"6,900","8,800","9,400","9,700",,조정 24/6/26,
(1)800타카JST38,◈JST38[콘크리트용/테이프마감](=LST38),철물부자재,재고,,"4,100","5,100","5,500","5,600",,조정 24/6/26,실사 25/12/23
(1)800타카JST45,◈JST45[콘크리트용/테이프마감](=LST45),철물부자재,재고,,"4,500","5,700","6,100","6,400",,조정 24/6/26,실사 25/12/23
(1)800타카JST50,◈JST50[콘크리트용/테이프마감](=LST50),철물부자재,재고,,"5,300","6,700","7,100","7,400",,인상 24/6/26,
(1)800타카JST64,◈JST64[콘크리트용/테이프마감](=LST64),철물부자재,재고,,"6,700","8,500","9,100","9,500",,인상 24/6/26,
(1)800타카T50,◈T50 (=C50) (티),철물부자재,재고,,"10,300","11,800","12,500","13,200",,조정 24/11/29,실사 25/12/23
(1)800타카T57,◈T57 (=C57) (티),철물부자재,재고,,"10,000","11,500","12,300","13,000",,조정 24/11/29,
(1)800타카T64,◈T64 (=C64) (티),철물부자재,재고,,"11,800","13,500","14,500","15,500",,조정 24/11/29,
(1)800테잎25은,◈은박테이프 (단열재 전용) 25M (소),철물부자재,재고,,"1,400","1,800","1,800","2,000",,,
(1)800테잎50은,◈은박테이프 (단열재 전용) 50M (대)★,철물부자재,재고,,"2,300","2,700","2,700","3,200",,인상 24/5/9,
(1)800테잎마스대,◈마스킹테이프 (대) 50mm*40M,철물부자재,재고,,"2,500","3,000","3,200","3,500",,조정 24/8/8,
(1)800테잎마스소,◈마스킹테이프 (소) 25mm*40M,철물부자재,재고,,"1,400","1,600","1,800","2,000",,조정 24/8/8,
(1)800테잎박스,◈테이프(OPP 박스테이프),철물부자재,재고,,"1,400","1,700","1,800","1,800",,,
(1)800테잎청,◈테이프(청테이프),철물부자재,재고,,900,"1,100","1,200","1,300",,조정 24/12/5,실사 25/12/23
(1)800테잎커버2000,◈커버링테이프 (중) 2000mm*20M,철물부자재,재고,,"3,600","4,000","4,500","4,800",,조정 24/4/12,
(1)800테잎커버2700,◈커버링테이프 (대) 2700mm*20M,철물부자재,재고,,"5,300","5,900","6,500","7,000",,인상 24/4/12,
(1)800테잎커버900,◈커버링테이프 (소) 900mm*20M,철물부자재,재고,,"2,000","2,200","2,400","2,500",,인상 24/4/12,
(1)800테잎플로,◈우벤테이프 ★(플로베니아/골판지 용),철물부자재,재고,"2300 별도
25 / 50 / 60 / 70","2,900","3,500","3,700","4,000",,인상 25/7/18,실사 25/12/23
