상품명,상품코드,옵션 스타일,옵션 추가금액,옵션 표시방식,옵션사용,옵션세트명,품목명,품목코드
이페19x90x2400데크재,P0000BYB,,0,S,Y,,기타규격,P0000BYB000B
큐링19x90x2400데크재,P0000BYA,,0,S,Y,,큐링 19 x 90 x 1800,P0000BYA000A
큐링19x90x2400데크재,P0000BYA,,0,S,Y,,큐링 19 x 90 x 2100,P0000BYA000B
큐링19x90x2400데크재,P0000BYA,,0,S,Y,,큐링 19 x 90 x 2400,P0000BYA000C
큐링19x90x2400데크재,P0000BYA,,0,S,Y,,큐링 19 x 90 x 2700,P0000BYA000D
큐링19x90x2400데크재,P0000BYA,,0,S,Y,,큐링 19 x 90 x 3000,P0000BYA000E
큐링19x90x2400데크재,P0000BYA,,0,S,Y,,큐링 19 x 90 x 3300,P0000BYA000F
큐링19x90x2400데크재,P0000BYA,,0,S,Y,,큐링 19 x 90 x 3600,P0000BYA000G
큐링19x90x2400데크재,P0000BYA,,0,S,Y,,큐링 19 x 90 x 3900,P0000BYA000H
부켈라19x90x2400데크재,P0000BXZ,,0,S,Y,,19 x 90 x 2400,P0000BXZ000A
부켈라19x90x2400데크재,P0000BXZ,,0,S,Y,,기타규격,P0000BXZ000B
모말라19x90x2400데크재,P0000BXY,,0,S,Y,,19 x 90 x 2400,P0000BXY000A
모말라19x90x2400데크재,P0000BXY,,0,S,Y,,기타규격,P0000BXY000B
게루투19x90x2400데크재,P0000BXX,,0,S,Y,,19 x 90 x 2400,P0000BXX000A
게루투19x90x2400데크재,P0000BXX,,0,S,Y,,기타규격,P0000BXX000B
토렘19x90x2400데크재,P0000BXW,,0,S,Y,,19 x 90 x 2400,P0000BXW000A
토렘19x90x2400데크재,P0000BXW,,0,S,Y,,기타규격,P0000BXW000B
니아또바투19x90x2400데크재,P0000BXV,,0,S,Y,,19 x 90 x 2400,P0000BXV000A
니아또바투19x90x2400데크재,P0000BXV,,0,S,Y,,기타규격,P0000BXV000B
꾸란지19x90x2400데크재,P0000BXU,,0,S,Y,,19 x 90 x 2400,P0000BXU000A
꾸란지19x90x2400데크재,P0000BXU,,0,S,Y,,기타규격,P0000BXU000B
캠파스19x90x2400데크재,P0000BXT,,0,S,Y,,캠파스 19 x 90 x 1800,P0000BXT000A
캠파스19x90x2400데크재,P0000BXT,,0,S,Y,,캠파스 19 x 90 x 2100,P0000BXT000B
캠파스19x90x2400데크재,P0000BXT,,0,S,Y,,캠파스 19 x 90 x 2400,P0000BXT000C
캠파스19x90x2400데크재,P0000BXT,,0,S,Y,,캠파스 19 x 90 x 2700,P0000BXT000D
캠파스19x90x2400데크재,P0000BXT,,0,S,Y,,캠파스 19 x 90 x 3000,P0000BXT000E
캠파스19x90x2400데크재,P0000BXT,,0,S,Y,,캠파스 19 x 90 x 3300,P0000BXT000F
캠파스19x90x2400데크재,P0000BXT,,0,S,Y,,캠파스 19 x 90 x 3600,P0000BXT000G
캠파스19x90x2400데크재,P0000BXT,,0,S,Y,,캠파스 19 x 90 x 3900,P0000BXT000H
꾸메아21x90x2400데크재,P0000BXR,,0,S,Y,,19 x 90 x 2400,P0000BXR000A
꾸메아21x90x2400데크재,P0000BXR,,0,S,Y,,기타규격,P0000BXR000B
마니카라19x90x2400데크재,P0000BXQ,,0,S,Y,,19 x 90 x 2400,P0000BXQ000A
마니카라19x90x2400데크재,P0000BXQ,,0,S,Y,,기타규격,P0000BXQ000B
미송(라디에타파인)60x70x3600핸드레일,P0000BXP,,0,S,Y,,60 x 70 x 3600,P0000BXP000A
멀바우 식빵형60x70x3600핸드레일,P0000BXO,,0,S,Y,,60 x 70 x 3600,P0000BXO000A
미송(라디에타파인)40x70x3600핸드레일,P0000BXN,,0,S,Y,,40 x 70 x 3600,P0000BXN000A
멀바우 반달형40x70x3600핸드레일,P0000BXM,,0,S,Y,,40 x 70 x 3600,P0000BXM000A
코팅 미송(라디에타파인)36x60x3600핸드레일,P0000BXL,,0,S,Y,,36 x 60 x 3600,P0000BXL000A
코팅 미송(라디에타파인/피누스)40x70x3600핸드레일,P0000BXK,,0,S,Y,,40 x 70 x 3600,P0000BXK000A
코팅 티크40x70x3600핸드레일,P0000BXJ,,0,S,Y,,30T x 300 x 3600,P0000BXJ000A
티크40x70x3600핸드레일,P0000BXI,,0,S,Y,,40 x 70 x 3600,P0000BXI000A
니아또바투40x70x3600핸드레일,P0000BXH,,0,S,Y,,30T x 300 x 3600,P0000BXH000A
체리36x60x3600핸드레일,P0000BXG,,0,S,Y,,36 x 60 x 3600,P0000BXG000A
오크 핸드레일40x70x3600 반달60x70x3600 식빵,P0000BXF,,0,S,Y,,40 x 70 x 3600,P0000BXF000A
오크 핸드레일40x70x3600 반달60x70x3600 식빵,P0000BXF,,0,S,Y,,60 x 70 x 3600,P0000BXF000B
운반비 결제,P0000BWV,,0,S,Y,,라보,P0000BWV000A
운반비 결제,P0000BWV,,0,S,Y,,1톤,P0000BWV000B
운반비 결제,P0000BWV,,0,S,Y,,1.4톤,P0000BWV000C
운반비 결제,P0000BWV,,0,S,Y,,3.5톤,P0000BWV000D
운반비 결제,P0000BWV,,0,S,Y,,5톤,P0000BWV000E
운반비 결제,P0000BWV,,5500,S,Y,,5천원 추가,P0000BWV000F
운반비 결제,P0000BWV,,11000,S,Y,,1만원 추가,P0000BWV000G
"OST단위타카핀(18,25,32,38,45,50,64)",P0000BWM,,0,S,Y,,18,P0000BWM000A
"OST단위타카핀(18,25,32,38,45,50,64)",P0000BWM,,0,S,Y,,25,P0000BWM000B
"OST단위타카핀(18,25,32,38,45,50,64)",P0000BWM,,0,S,Y,,32,P0000BWM000C
"OST단위타카핀(18,25,32,38,45,50,64)",P0000BWM,,0,S,Y,,38,P0000BWM000D
"OST단위타카핀(18,25,32,38,45,50,64)",P0000BWM,,0,S,Y,,45,P0000BWM000E
"OST단위타카핀(18,25,32,38,45,50,64)",P0000BWM,,0,S,Y,,50,P0000BWM000F
"OST단위타카핀(18,25,32,38,45,50,64)",P0000BWM,,0,S,Y,,64,P0000BWM000G
방염코팅목재선택상도/하도,P0000BWK,,0,S,Y,,자작 합판 4T (S/BB) UV 방염,P0000BWK000A
방염코팅목재선택상도/하도,P0000BWK,,0,S,Y,,자작 합판 6T (S/BB) UV 방염,P0000BWK000B
방염코팅목재선택상도/하도,P0000BWK,,0,S,Y,,자작 합판 9T (S/BB) UV 방염,P0000BWK000C
방염코팅목재선택상도/하도,P0000BWK,,0,S,Y,,자작 합판 12T (S/BB) UV 방염,P0000BWK000D
방염코팅목재선택상도/하도,P0000BWK,,0,S,Y,,자작 합판 15T (S/BB) UV 방염,P0000BWK000E
방염코팅목재선택상도/하도,P0000BWK,,0,S,Y,,자작 합판 18T (S/BB) UV 방염,P0000BWK000F
폴리코팅(포리코팅)목재선택컬러/광도 상담,P0000BWJ,,0,S,Y,,상담 후 최종견적 진행,P0000BWJ000A
UV코팅 자작합판상도/하도,P0000BWI,,0,S,Y,,자작 합판 4T (S/BB) UV하도,P0000BWI000A
UV코팅 자작합판상도/하도,P0000BWI,,0,S,Y,,자작 합판 6T (S/BB) UV하도,P0000BWI000B
UV코팅 자작합판상도/하도,P0000BWI,,0,S,Y,,자작 합판 9T (S/BB) UV하도,P0000BWI000C
UV코팅 자작합판상도/하도,P0000BWI,,0,S,Y,,자작 합판 12T (S/BB) UV하도,P0000BWI000D
UV코팅 자작합판상도/하도,P0000BWI,,0,S,Y,,자작 합판 15T (S/BB) UV하도,P0000BWI000E
UV코팅 자작합판상도/하도,P0000BWI,,0,S,Y,,자작 합판 18T (S/BB) UV하도,P0000BWI000F
UV코팅 자작합판상도/하도,P0000BWI,,0,S,Y,,----------,P0000BWI000G
UV코팅 자작합판상도/하도,P0000BWI,,0,S,Y,,자작 합판 4T (S/BB) UV상도,P0000BWI000H
UV코팅 자작합판상도/하도,P0000BWI,,0,S,Y,,자작 합판 6T (S/BB) UV상도,P0000BWI000I
UV코팅 자작합판상도/하도,P0000BWI,,0,S,Y,,자작 합판 9T (S/BB) UV상도,P0000BWI000J
UV코팅 자작합판상도/하도,P0000BWI,,0,S,Y,,자작 합판 12T (S/BB) UV상도,P0000BWI000K
UV코팅 자작합판상도/하도,P0000BWI,,0,S,Y,,자작 합판 15T (S/BB) UV상도,P0000BWI000L
UV코팅 자작합판상도/하도,P0000BWI,,0,S,Y,,자작 합판 18T (S/BB) UV상도,P0000BWI000M
라치(낙엽송)21x95x3000데크재,P0000BVZ,,0,S,Y,,라치 데크재 21 x 95 x 3000,P0000BVZ000A
라치(낙엽송)21x95x3000데크재,P0000BVZ,,0,S,Y,,라치 데크재 21 x 95 x 3300,P0000BVZ000B
라치(낙엽송)21x95x3000데크재,P0000BVZ,,0,S,Y,,라치 데크재 21 x 95 x 3600,P0000BVZ000C
라치(낙엽송)21x95x3000데크재,P0000BVZ,,0,S,Y,,라치 데크재 21 x 95 x 3900,P0000BVZ000D
라치(낙엽송)21x95x3000데크재,P0000BVZ,,0,S,Y,,라치 데크재 21 x 120 x 3000,P0000BVZ000E
라치(낙엽송)21x95x3000데크재,P0000BVZ,,0,S,Y,,라치 데크재 21 x 120 x 3300,P0000BVZ000F
라치(낙엽송)21x95x3000데크재,P0000BVZ,,0,S,Y,,라치 데크재 21 x 120 x 3600,P0000BVZ000G
라치(낙엽송)21x95x3000데크재,P0000BVZ,,0,S,Y,,라치 데크재 21 x 120 x 3900,P0000BVZ000H
몰탈 접착 증강제 G-3 본드 (15kg),P0000BVW,,0,S,Y,,원평 G3 본드 (15kg),P0000BVW000A
몰탈 접착 증강제 G-3 본드 (15kg),P0000BVW,,0,S,Y,,유승 G-3 몰타론 7000,P0000BVW000B
단열 보드 접착제 G-2 본드 (10kg),P0000BVV,,0,S,Y,,원평 G2 본드 (10kg),P0000BVV000A
단열 보드 접착제 G-2 본드 (10kg),P0000BVV,,0,S,Y,,유승 G2 본드 (10kg),P0000BVV000B
보드 합지 접착제 G-1 본드 (18L),P0000BVU,,0,S,Y,,원평 G1 본드 (18L),P0000BVU000A
보드 합지 접착제 G-1 본드 (18L),P0000BVU,,0,S,Y,,유승 G-503 본드,P0000BVU000B
"C타카핀타카핀(C50,C57,C64)",P0000BVS,,0,S,Y,,C50 (T50),P0000BVS000A
"C타카핀타카핀(C50,C57,C64)",P0000BVS,,0,S,Y,,C57 (T57),P0000BVS000B
"C타카핀타카핀(C50,C57,C64)",P0000BVS,,0,S,Y,,C64 (T64),P0000BVS000C
18T 환기형 걸레받이교실용/체육관용방염,P0000BVH,,0,S,Y,,방염환기형/교실용 18T x 100 x 2440,P0000BVH000A
18T 환기형 걸레받이교실용/체육관용방염,P0000BVH,,0,S,Y,,방염환기형/교실용 18T x 120 x 2440,P0000BVH000B
18T 환기형 걸레받이교실용/체육관용방염,P0000BVH,,0,S,Y,,방염환기형/교실용 18T x 150 x 2440,P0000BVH000C
18T 환기형 걸레받이교실용/체육관용방염,P0000BVH,,0,S,Y,,방염환기형/교실용 18T x 180 x 2440,P0000BVH000D
18T 환기형 걸레받이교실용/체육관용방염,P0000BVH,,0,S,Y,,방염환기형/체육관용 18T x 30 x 100 x 2440,P0000BVH000E
18T 환기형 걸레받이교실용/체육관용방염,P0000BVH,,0,S,Y,,방염환기형/체육관용 18T x 50 x 100 x 2440,P0000BVH000F
라인 타공판9T x 1184 x 2400방염,P0000BVG,,0,S,Y,,타공판/라인/자작,P0000BVG000A
라인 타공판9T x 1184 x 2400방염,P0000BVG,,0,S,Y,,타공판/라인/메이플,P0000BVG000B
라인 타공판9T x 1184 x 2400방염,P0000BVG,,0,S,Y,,타공판/라인/오크,P0000BVG000C
라인 타공판9T x 1184 x 2400방염,P0000BVG,,0,S,Y,,타공판/라인/백색,P0000BVG000D
라인 타공판9T x 1184 x 2400방염,P0000BVG,,0,S,Y,,타공판/라인/진회색,P0000BVG000E
라인 타공판9T x 1184 x 2400방염,P0000BVG,,0,S,Y,,타공판/라인/흑색,P0000BVG000F
라인 타공판9T x 1184 x 2400방염,P0000BVG,,0,S,Y,,타공판/라인/티크,P0000BVG000G
라인 타공판9T x 1184 x 2400방염,P0000BVG,,0,S,Y,,타공판/라인/앤틱파인,P0000BVG000H
라인 타공판9T x 1184 x 2400방염,P0000BVG,,0,S,Y,,타공판/라인/화이트오크,P0000BVG000I
"단타공흡음패널, 원형 타공판9T x 1200 x 2400방염",P0000BVF,,0,S,Y,,타공판/라인/자작,P0000BVF000A
"단타공흡음패널, 원형 타공판9T x 1200 x 2400방염",P0000BVF,,0,S,Y,,타공판/라인/메이플,P0000BVF000B
"단타공흡음패널, 원형 타공판9T x 1200 x 2400방염",P0000BVF,,0,S,Y,,타공판/라인/오크,P0000BVF000C
"단타공흡음패널, 원형 타공판9T x 1200 x 2400방염",P0000BVF,,0,S,Y,,타공판/원형/자작,P0000BVF000D
"단타공흡음패널, 원형 타공판9T x 1200 x 2400방염",P0000BVF,,0,S,Y,,타공판/원형/메이플,P0000BVF000E
"단타공흡음패널, 원형 타공판9T x 1200 x 2400방염",P0000BVF,,0,S,Y,,타공판/원형/오크,P0000BVF000F
"단타공흡음패널, 원형 타공판9T x 1200 x 2400방염",P0000BVF,,0,S,Y,,타공판/원형/화이트오크,P0000BVF000G
"단타공흡음패널, 원형 타공판9T x 1200 x 2400방염",P0000BVF,,0,S,Y,,타공판/원형/티크,P0000BVF000H
"단타공흡음패널, 원형 타공판9T x 1200 x 2400방염",P0000BVF,,0,S,Y,,타공판/원형/백색,P0000BVF000I
"단타공흡음패널, 원형 타공판9T x 1200 x 2400방염",P0000BVF,,0,S,Y,,타공판/원형/흑색,P0000BVF000J
"단타공흡음패널, 원형 타공판9T x 1200 x 2400방염",P0000BVF,,0,S,Y,,타공판/원형/앤틱파인,P0000BVF000K
방부 라티스 (15T),P0000BTH,,0,S,Y,,15T x 1200mm x 2400mm,P0000BTH000A
방부 라티스 (15T),P0000BTH,,0,S,Y,,방부라티스 U캡,P0000BTH000B
주춧돌(앙카블럭),P0000BTF,,0,S,Y,,주춧돌 4 x 4,P0000BTF000A
주춧돌(앙카블럭),P0000BTF,,0,S,Y,,주춧돌 5 x 5,P0000BTF000B
주춧돌(앙카블럭),P0000BTF,,0,S,Y,,주춧돌 6 x 6,P0000BTF000C
오동나무 집성판솔리드,P0000BTE,,0,S,Y,,12T x 1000 x 2000,P0000BTE000A
오동나무 집성판솔리드,P0000BTE,,0,S,Y,,15T x 1220 x 2200,P0000BTE000B
"합성목재(WPC)브라운,체리,그레이방부목 대체품",P0000BSR,,0,S,Y,,20T x 132 x 2400,P0000BSR000A
"합성목재(WPC)브라운,체리,그레이방부목 대체품",P0000BSR,,0,S,Y,,20T x 132 x 3000,P0000BSR000B
"합성목재(WPC)브라운,체리,그레이방부목 대체품",P0000BSR,,0,S,Y,,20T x 138 x 2400,P0000BSR000C
"합성목재(WPC)브라운,체리,그레이방부목 대체품",P0000BSR,,0,S,Y,,20T x 138 x 3000,P0000BSR000D
"합성목재(WPC)브라운,체리,그레이방부목 대체품",P0000BSR,,0,S,Y,,25T x 150 x 2400,P0000BSR000E
"합성목재(WPC)브라운,체리,그레이방부목 대체품",P0000BSR,,0,S,Y,,25T x 150 x 3000,P0000BSR000F
"합성목재(WPC)브라운,체리,그레이방부목 대체품",P0000BSR,,0,S,Y,,기타규격,P0000BSR000G
"합성목재(WPC)브라운,체리,그레이방부목 대체품",P0000BSR,,0,S,Y,,합성목재 미들클립,P0000BSR000H
"합성목재(WPC)브라운,체리,그레이방부목 대체품",P0000BSR,,0,S,Y,,합성목재 스타트클립,P0000BSR000I
"합성목재(WPC)브라운,체리,그레이방부목 대체품",P0000BSR,,0,S,Y,,합성목재 클립 전용피스,P0000BSR000J
"합성목재(WPC)브라운,체리,그레이방부목 대체품",P0000BSR,,0,S,Y,,합성목재용 도장 직결피스(DB),P0000BSR000K
"합성목재(WPC)브라운,체리,그레이방부목 대체품",P0000BSR,,0,S,Y,,아티론 (연결보조제),P0000BSR000L
"합성목재(WPC)브라운,체리,그레이방부목 대체품",P0000BSR,,0,S,Y,,합성목재 평몰딩,P0000BSR000M
"합성목재(WPC)브라운,체리,그레이방부목 대체품",P0000BSR,,0,S,Y,,합성목재 평몰딩2,P0000BSR000N
CRC보드하지용 미색,P0000BSU,,0,S,Y,,3.5T x 900 x 1800,P0000BSU000A
CRC보드하지용 미색,P0000BSU,,0,S,Y,,4.5T x 900 x 1800,P0000BSU000B
CRC보드하지용 미색,P0000BSU,,0,S,Y,,6T x 900 x 1800,P0000BSU000C
CRC보드하지용 미색,P0000BSU,,0,S,Y,,9T x 900 x 1800,P0000BSU000D
CRC보드하지용 미색,P0000BSU,,0,S,Y,,12T x 900 x 1800,P0000BSU000E
CRC보드하지용 미색,P0000BSU,,0,S,Y,,----------,P0000BSU000F
CRC보드하지용 미색,P0000BSU,,0,S,Y,,6T x 1220 x 2440,P0000BSU000G
CRC보드하지용 미색,P0000BSU,,0,S,Y,,9T x 1220 x 2440,P0000BSU000H
목모보드(4면면취/내추럴)두께별 x 600 x 600KS인증제품,P0000BQQ,,0,S,Y,,일반 15T x 600 x 600,P0000BQQ000A
목모보드(4면면취/내추럴)두께별 x 600 x 600KS인증제품,P0000BQQ,,0,S,Y,,일반 20T x 600 x 600,P0000BQQ000B
목모보드(4면면취/내추럴)두께별 x 600 x 600KS인증제품,P0000BQQ,,0,S,Y,,일반 25T x 600 x 600,P0000BQQ000C
목모보드(4면면취/내추럴)두께별 x 600 x 600KS인증제품,P0000BQQ,,0,S,Y,,방염 15T x 600 x 600,P0000BQQ000D
목모보드(4면면취/내추럴)두께별 x 600 x 600KS인증제품,P0000BQQ,,0,S,Y,,방염 20T x 600 x 600,P0000BQQ000E
목모보드(4면면취/내추럴)두께별 x 600 x 600KS인증제품,P0000BQQ,,0,S,Y,,방염 25T x 600 x 600,P0000BQQ000F
목모보드(4면면취/내추럴)두께별 x 600 x 600KS인증제품,P0000BQQ,,0,S,Y,,준불연 15T x 600 x 600,P0000BQQ000G
목모보드(4면면취/내추럴)두께별 x 600 x 600KS인증제품,P0000BQQ,,0,S,Y,,준불연 20T x 600 x 600,P0000BQQ000H
목모보드(4면면취/내추럴)두께별 x 600 x 600KS인증제품,P0000BQQ,,0,S,Y,,준불연 25T x 600 x 600,P0000BQQ000I
목모보드(4면면취/내추럴)두께별 x 600 x 600KS인증제품,P0000BQQ,,0,S,Y,,배송비,P0000BQQ000J
목모보드(4면면취/내추럴)두께별 x 600 x 1200KS인증제품,P0000BQR,,0,S,Y,,일반 15T x 600 x 1200,P0000BQR000A
목모보드(4면면취/내추럴)두께별 x 600 x 1200KS인증제품,P0000BQR,,0,S,Y,,일반 20T x 600 x 1200,P0000BQR000B
목모보드(4면면취/내추럴)두께별 x 600 x 1200KS인증제품,P0000BQR,,0,S,Y,,일반 25T x 600 x 1200,P0000BQR000C
목모보드(4면면취/내추럴)두께별 x 600 x 1200KS인증제품,P0000BQR,,0,S,Y,,방염 15T x 600 x 1200,P0000BQR000D
목모보드(4면면취/내추럴)두께별 x 600 x 1200KS인증제품,P0000BQR,,0,S,Y,,방염 20T x 600 x 1200,P0000BQR000E
목모보드(4면면취/내추럴)두께별 x 600 x 1200KS인증제품,P0000BQR,,0,S,Y,,방염 25T x 600 x 1200,P0000BQR000F
목모보드(4면면취/내추럴)두께별 x 600 x 1200KS인증제품,P0000BQR,,0,S,Y,,준불연 15T x 600 x 1200,P0000BQR000G
목모보드(4면면취/내추럴)두께별 x 600 x 1200KS인증제품,P0000BQR,,0,S,Y,,준불연 20T x 600 x 1200,P0000BQR000H
목모보드(4면면취/내추럴)두께별 x 600 x 1200KS인증제품,P0000BQR,,0,S,Y,,준불연 25T x 600 x 1200,P0000BQR000I
목모보드(4면면취/내추럴)두께별 x 600 x 1200KS인증제품,P0000BQR,,0,S,Y,,배송비,P0000BQR000J
재단비 결제,P0000BNF,,0,S,Y,,5mm이하,P0000BNF000A
재단비 결제,P0000BNF,,0,S,Y,,6~11.5mm,P0000BNF000B
재단비 결제,P0000BNF,,0,S,Y,,14.5~23mm,P0000BNF000C
재단비 결제,P0000BNF,,0,S,Y,,24~30mm,P0000BNF000D
재단비 결제,P0000BNF,,0,S,Y,,소송각재,P0000BNF000E
재단비 결제,P0000BNF,,0,S,Y,,각재 2x8 이하,P0000BNF000F
재단비 결제,P0000BNF,,0,S,Y,,각재 2x8 이상,P0000BNF000G
재단비 결제,P0000BNF,,0,S,Y,,템바보드,P0000BNF000H
준내수합판 (국산 KS)1220 x 2440mm,P0000BNE,,0,S,Y,,4.4T x 1220 x 2440 국산 ks,P0000BNE000A
준내수합판 (국산 KS)1220 x 2440mm,P0000BNE,,0,S,Y,,8.5T x 1220 x 2440 국산 ks,P0000BNE000B
준내수합판 (국산 KS)1220 x 2440mm,P0000BNE,,0,S,Y,,12T x 1220 x 2440 국산 ks,P0000BNE000C
단열재 아이소핑크/압출법보온판 ,P0000BND,,0,S,Y,,10T x 900 x 1800,P0000BND000G
단열재 아이소핑크/압출법보온판 ,P0000BND,,0,S,Y,,20T x 900 x 1800,P0000BND000H
단열재 아이소핑크/압출법보온판 ,P0000BND,,0,S,Y,,30T x 900 x 1800,P0000BND000I
단열재 아이소핑크/압출법보온판 ,P0000BND,,0,S,Y,,50T x 900 x 1800,P0000BND000J
단열재 아이소핑크/압출법보온판 ,P0000BND,,0,S,Y,,100T x 900 x 1800,P0000BND000K
오크 미장합판(라미날 합판)1220 x 2440mm,P0000BNC,,0,S,Y,,오크 미장합판 2.7T x 1220 x 2440mm,P0000BNC000A
백색 코팅 합판(백색 포리톤)1220 x 2440mm,P0000BNB,,0,S,Y,,백색 코팅합판 2.7T x 1220 x 2440m,P0000BNB000A
무방부목15x95x3600데크재,P0000BMM,,0,S,Y,,15 x 95mm,P0000BMM000A
무방부목15x95x3600데크재,P0000BMM,,0,S,Y,,21 x 120mm,P0000BMM000B
자동연발피스 (양날) 매거진피스,P0000BMB,,0,S,Y,,6 x 25 (2000PCS/1박스),P0000BMB000A
자동연발피스 (양날) 매거진피스,P0000BMB,,0,S,Y,,6 x 32 (1000PCS/1박스),P0000BMB000B
자동연발피스 (양날) 매거진피스,P0000BMB,,0,S,Y,,6 x 38 (1000PCS/1박스),P0000BMB000C
자동연발피스 (양날) 매거진피스,P0000BMB,,0,S,Y,,3 x 21 (2000PCS/1박스) 코팅,P0000BMB000D
윙스크류 양날피스,P0000BMA,,0,S,Y,,8 x 25 (500pcs),P0000BMA000A
윙스크류 양날피스,P0000BMA,,0,S,Y,,8 x 32 (500pcs),P0000BMA000B
윙스크류 양날피스,P0000BMA,,0,S,Y,,8 x 38 (500pcs),P0000BMA000C
윙스크류 양날피스,P0000BMA,,0,S,Y,,8 x 45 (500pcs),P0000BMA000D
윙스크류 양날피스,P0000BMA,,0,S,Y,,8 x 55 (300pcs),P0000BMA000E
반코팅 장갑 (1타/10개),P0000BLZ,,0,S,Y,,1타 (10개),P0000BLZ000A
자동연발피스 (외날) 매거진피스,P0000BLY,,0,S,Y,,6 x 25 (2000PCS/1박스),P0000BLY000A
자동연발피스 (외날) 매거진피스,P0000BLY,,0,S,Y,,6 x 32 (1000PCS/1박스),P0000BLY000B
자동연발피스 (외날) 매거진피스,P0000BLY,,0,S,Y,,6 x 38 (1000PCS/1박스),P0000BLY000C
자동연발피스 (외날) 매거진피스,P0000BLY,,0,S,Y,,3 x 21 (2000PCS/1박스) 코팅,P0000BLY000D
자동연발피스 (외날) 매거진피스,P0000BLY,,0,S,Y,,6 x 25 (2000PCS/1박스) 코팅,P0000BLY000E
씽크경첩 110도 18T 일반 / 유압,P0000BLX,,0,S,Y,,일반 씽크경첩(110도),P0000BLX000A
씽크경첩 110도 18T 일반 / 유압,P0000BLX,,0,S,Y,,유압 씽크경첩(110도),P0000BLX000B
3단 고급 서랍레일피스포함,P0000BLV,,0,S,Y,,300mm,P0000BLV000A
3단 고급 서랍레일피스포함,P0000BLV,,0,S,Y,,350mm,P0000BLV000B
3단 고급 서랍레일피스포함,P0000BLV,,0,S,Y,,400mm,P0000BLV000C
3단 고급 서랍레일피스포함,P0000BLV,,0,S,Y,,450mm,P0000BLV000D
KCC/벽산 그라스울 (1봉지/28장)24K 50 x 450 x 1000,P0000BLR,,0,S,Y,,24K 50 x 450 x 1000,P0000BLR000D
KCC/벽산 그라스울 (1봉지/28장)24K 50 x 450 x 1000,P0000BLR,,0,S,Y,,번들단가,P0000BLR000E
플로베니아 백색 900*1800,P0000BLQ,,0,S,Y,,풀로베니아(플라스틱) 보양재 3T x 900 x 1800,P0000BLQ000A
플로베니아 백색 900*1800,P0000BLQ,,0,S,Y,,종이 롤보양재 3T x 1100 x 40M,P0000BLQ000B
자나무(미장용)56 x 2440mm,P0000BLN,,0,S,Y,,11.5T x 56mm x 2440mm (1개),P0000BLN000A
자나무(미장용)56 x 2440mm,P0000BLN,,0,S,Y,,11.5T x 56mm x 2440mm (1단/10ea),P0000BLN000B
실리콘 마감용 헤라,P0000BLC,,0,S,Y,,실리콘 마감용 헤라 (소),P0000BLC000A
실리콘 마감용 헤라,P0000BLC,,0,S,Y,,실리콘 마감용 헤라 (중),P0000BLC000B
실리콘 마감용 헤라,P0000BLC,,0,S,Y,,실리콘 마감용 헤라 (대),P0000BLC000C
폼본드 단열재 접착재,P0000BLB,,0,S,Y,,타이거 이지본드,P0000BLB000A
폼본드 단열재 접착재,P0000BLB,,0,S,Y,,월드 폼본드,P0000BLB000B
브라운 애쉬 집성판솔리드,P0000BLA,,0,S,Y,,20T x 915 x 1900,P0000BLA000A
브라운 애쉬 집성판솔리드,P0000BLA,,0,S,Y,,20T x 915 x 2000,P0000BLA000B
브라운 애쉬 집성판솔리드,P0000BLA,,0,S,Y,,20T x 915 x 2200,P0000BLA000C
브라운 애쉬 집성판솔리드,P0000BLA,,0,S,Y,,-------------------,P0000BLA000D
브라운 애쉬 집성판솔리드,P0000BLA,,0,S,Y,,20 x 1000 x 1800,P0000BLA000E
브라운 애쉬 집성판솔리드,P0000BLA,,0,S,Y,,20 x 1000 x 2100,P0000BLA000F
브라운 애쉬 집성판솔리드,P0000BLA,,0,S,Y,,20 x 1000 x 2400,P0000BLA000G
월넛 솔리드 집성판솔리드,P0000BKZ,,0,S,Y,,20T x 1000 x 1800,P0000BKZ000A
월넛 솔리드 집성판솔리드,P0000BKZ,,0,S,Y,,20T x 1000 x 2120,P0000BKZ000B
월넛 솔리드 집성판솔리드,P0000BKZ,,0,S,Y,,20T x 1000 x 2400,P0000BKZ000C
월넛 솔리드 집성판솔리드,P0000BKZ,,0,S,Y,,25T x 920 x 2100,P0000BKZ000D
월넛 솔리드 집성판솔리드,P0000BKZ,,0,S,Y,,25T x 920 x 2400,P0000BKZ000E
월넛 솔리드 집성판솔리드,P0000BKZ,,0,S,Y,,30T x 920 x 1800,P0000BKZ000F
월넛 솔리드 집성판솔리드,P0000BKZ,,0,S,Y,,30T x 920 x 2100,P0000BKZ000G
월넛 솔리드 집성판솔리드,P0000BKZ,,0,S,Y,,30T x 920 x 2400,P0000BKZ000H
미송합판(양면무절)1220 x 2440mm,P0000BKX,,0,S,Y,,미송합판 4.5T,P0000BKX000A
미송합판(양면무절)1220 x 2440mm,P0000BKX,,0,S,Y,,미송합판 6.5T,P0000BKX000B
미송합판(양면무절)1220 x 2440mm,P0000BKX,,0,S,Y,,미송합판 9T,P0000BKX000C
미송합판(양면무절)1220 x 2440mm,P0000BKX,,0,S,Y,,미송합판 12T,P0000BKX000D
미송합판(양면무절)1220 x 2440mm,P0000BKX,,0,S,Y,,미송합판 15T,P0000BKX000E
미송합판(양면무절)1220 x 2440mm,P0000BKX,,0,S,Y,,미송합판 18T,P0000BKX000F
